"","Country","iso3","voice2016","absViolence2016","govEffect2016","regQual2016","ruloLaw2016","contCorrup2016"
"136","Moldova","MDA","-2.1214369684457779E-2","-0.30355989933013916","-0.6268807053565979","-0.11488620936870575","-0.49498867988586426","-0.95168936252593994"
"137","Madagascar","MDG","-0.31307724118232727","-0.29009461402893066","-1.1677271127700806","-0.68974179029464722","-0.813404381275177","-0.9073028564453125"
"138","Maldives","MDV","-0.73307251930236816","0.42099282145500183","-0.32140630483627319","-0.45790496468544006","-0.4075964093208313","-0.66619879007339478"
"139","Mexico","MEX","-6.9213010370731354E-2","-0.62906938791275024","0.13191355764865875","0.28712186217308044","-0.55621081590652466","-0.71960693597793579"
"140","Marshall Islands","MHL","1.1913983821868896","0.20774921774864197","-1.5662441253662109","-0.97654670476913452","-9.8170541226863861E-2","-5.114402249455452E-2"
"141","Macedonia, FYR","MKD","-0.23609739542007446","-0.35120466351509094","0.10379669815301895","0.44094008207321167","-0.27756515145301819","-0.28527933359146118"
"142","Mali","MLI","-0.18350622057914734","-1.6172325611114502","-0.99275106191635132","-0.59087520837783813","-0.78216171264648438","-0.65479850769042969"
"143","Malta","MLT","1.1963084936141968","1.0804413557052612","0.95578449964523315","1.156792163848877","0.99775886535644531","0.72124487161636353"
"144","Myanmar","MMR","-0.79778313636779785","-0.80461990833282471","-0.9762803316116333","-0.8683161735534668","-0.8869774341583252","-0.62113898992538452"
"145","Mongolia","MNG","0.33192771673202515","0.79779285192489624","-9.8015137016773224E-2","-7.6312549412250519E-2","-0.22019700706005096","-0.4872029721736908"
"146","Montenegro","MNE","7.5990639626979828E-2","0.27663064002990723","0.13140833377838135","0.22443264722824097","-5.6814476847648621E-3","-9.9220901727676392E-2"
"147","Mozambique","MOZ","-0.41825243830680847","-1.0940045118331909","-0.8630710244178772","-0.70456039905548096","-1.0513094663619995","-0.87500691413879395"
"148","Mauritania","MRT","-0.77523887157440186","-0.74696767330169678","-0.77194720506668091","-0.74300175905227661","-0.72643184661865234","-0.73923468589782715"
"150","Mauritius","MUS","0.8190387487411499","1.0131869316101074","0.961162269115448","1.0297569036483765","0.75167185068130493","0.20336908102035522"
"151","Malawi","MWI","-3.0775604769587517E-2","-0.11347855627536774","-0.72599846124649048","-0.84484857320785522","-0.37533095479011536","-0.75668466091156006"
"152","Malaysia","MYS","-0.4183708131313324","0.13682462275028229","0.86577492952346802","0.71179521083831787","0.49914947152137756","9.6050985157489777E-2"
"153","Namibia","NAM","0.58221495151519775","0.71008968353271484","0.16730198264122009","-0.1359364241361618","0.36266624927520752","0.33282545208930969"
"154","Niger","NER","-0.42279690504074097","-1.1033070087432861","-0.63349342346191406","-0.67135685682296753","-0.66107654571533203","-0.64420413970947266"
"155","Nigeria","NGA","-0.32018288969993591","-1.8777098655700684","-1.0875362157821655","-0.91889309883117676","-1.0172491073608398","-1.0250064134597778"
"156","Nicaragua","NIC","-0.68153411149978638","-8.879774808883667E-2","-0.68858879804611206","-0.50670522451400757","-0.64422744512557983","-0.87145513296127319"
"158","Netherlands","NLD","1.5402762889862061","0.91226750612258911","1.8335394859313965","1.9761666059494019","1.8944098949432373","1.9131114482879639"
"159","Norway","NOR","1.664254903793335","1.2000744342803955","1.8693749904632568","1.6979629993438721","2.0363340377807617","2.196582555770874"
"160","Nepal","NPL","-0.25287133455276489","-0.84681200981140137","-0.82645148038864136","-0.76453226804733276","-0.79546934366226196","-0.7999110221862793"
"161","Nauru","NRU","0.50784826278686523","0.57907724380493164","-0.68833869695663452","-0.38487157225608826","-0.77530795335769653","-0.42814397811889648"
"162","New Zealand","NZL","1.5324134826660156","1.5191833972930908","1.8430051803588867","2.0382754802703857","1.9544677734375","2.2839422225952148"
"163","Oman","OMN","-1.0544072389602661","0.76005303859710693","0.1919463723897934","0.6104661226272583","0.40791705250740051","0.33948376774787903"
"164","Pakistan","PAK","-0.70099139213562012","-2.483173131942749","-0.65333569049835205","-0.63958418369293213","-0.8043784499168396","-0.87546485662460327"
"165","Panama","PAN","0.52393901348114014","0.41143006086349487","0.18573145568370819","0.36062932014465332","4.9561142921447754E-2","-0.49473658204078674"
"166","Palau","PLW","1.2133305072784424","0.95040535926818848","-0.40165165066719055","-0.17746996879577637","0.32412070035934448","-0.42814397811889648"
"167","Peru","PER","0.26763114333152771","-0.20172694325447083","-0.17861850559711456","0.50834643840789795","-0.48202300071716309","-0.36737826466560364"
"168","Philippines","PHL","0.16210885345935822","-1.3798187971115112","-1.0237089358270168E-2","-4.1013751178979874E-3","-0.35493358969688416","-0.48824590444564819"
"169","Papua New Guinea","PNG","0.15724155306816101","-0.50477206707000732","-0.73744624853134155","-0.55598968267440796","-0.77642911672592163","-0.93338567018508911"
"170","Poland","POL","0.84349048137664795","0.50724196434020996","0.70656639337539673","0.95199573040008545","0.63621795177459717","0.73910516500473022"
"171","Puerto Rico","PRI","0.41023847460746765","0.68935400247573853","0.39570200443267822","0.94984805583953857","0.65938276052474976","3.5049773752689362E-2"
"172","Korea, Dem. Rep.","PRK","-2.1803963184356689","-0.68076068162918091","-1.6268322467803955","-2.3317179679870605","-1.6695774793624878","-1.4398788213729858"
"173","Portugal","PRT","1.1569597721099854","0.97405141592025757","1.2098205089569092","0.84439903497695923","1.097241997718811","0.92550688982009888"
"174","Paraguay","PRY","-6.2343452125787735E-2","0.14178971946239471","-0.79233378171920776","-0.29997619986534119","-0.72974836826324463","-0.70967793464660645"
"175","Qatar","QAT","-1.1523041725158691","0.90023458003997803","0.73551273345947266","0.69594436883926392","0.79427766799926758","0.90077853202819824"
"177","Romania","ROM","0.53977465629577637","0.27719661593437195","-0.16903558373451233","0.58747541904449463","0.36098888516426086","-1.8714854493737221E-2"
