"","SP_ID","IDPROV","IDDPTO","NOMBDEP","NOMBPROV","SUP_INSULA","SUP_LACUST","SUP_INS_D","IDH","esperanza","secundaria","educa","percapitaf","IDE","identidad","salud","educacion","saneamient","electrific","poblacion","costa","capital","tamano","fecundidad","desnutrici","densidadpo","mortalidad","analfa","analfa1","analfa2","analfa3","analfa4","pob","pob_ur","pob_rural","pob_h","pob_m","Voto_PPK","Voto_FP"
"118","174","2112","21","PUNO","SANDIA",0,0,0,0.244706867,68.26,53.10611118,6.068897204,160.3817143,0.6152,98.5936,6.4219,84.2576,50.2309,63.8324,68253,"NO","NO",2,3.29,36.921322,5.24,35.3,12.23,9.61,13.16,6.13,19.6,62147,16543,45604,33265,28882,9099,14908
"119","175","2113","21","PUNO","YUNGUYO",0,0,0,0.260051887,71.37,62.80766225,5.589762117,172.0070727,0.6807,98.3785,6.8712,87.114,52.7099,90.6861,48179,"NO","NO",1,2.89,19.578919,163.33,24.1,19.15,10.26,24.26,8.34,29.47,47400,17343,30057,23321,24079,10938,6304
"120","135","1508","15","LIMA","HUAURA",0.36,0,0,0.413680228,74.69,72.25012044,9.626688913,368.9099163,0.7884,99.4633,22.032,84.1302,85.147,88.7237,213188,"SI","NO",3,2.74,17.849094,40.34,14,4.13,3.37,9.13,1.9,6.37,197384,170562,26822,99472,97912,52891,78086
"121","136","1509","15","LIMA","OYON",0,0,0,0.338764031,71.89,57.48603058,8.349202904,273.1489147,0.7104,99.0082,9.4051,77.9139,77.8538,84.76,22217,"NO","NO",1,4.58,24.277411,10.94,22.4,7.18,6.67,8,1.89,13.23,20642,13308,7334,10831,9811,2816,6051
"122","75","0808","08","CUSCO","ESPINAR",0,0,0,0.275893519,69.52,50.58120403,5.994789867,215.4812122,0.6109,98.7317,8.9812,88.4132,45.8511,57.4631,68390,"NO","NO",2,2.66,47.064597,11.81,30.6,14.43,7.11,20.47,5.77,22.93,62698,28305,34393,31489,31209,19277,9671
"123","76","0809","08","CUSCO","LA CONVENCION",0,0,0,0.272757466,73.22,38.98886343,6.556942131,207.2189201,0.6069,96.3227,9.2718,84.7681,40.9197,66.0037,179515,"NO","NO",3,3.83,31.936549,5.55,18.1,13.65,6.74,16.76,8.25,19.94,166833,49892,116941,88181,78652,40835,43930
"124","71","0804","08","CUSCO","CALCA",0,0,0,0.25272728,71.55,40.19135508,5.53187249,192.8044732,0.6321,96.954,6.3367,77.724,52.6436,78.1668,72583,"NO","NO",2,3.04,41.932087,14.82,23.5,22.1,8.21,30.44,12.5,31.69,65407,23117,42290,32940,32467,20025,12974
"125","72","0805","08","CUSCO","CANAS",0,0,0,0.209772433,65.89,39.93191502,4.888893375,148.2867069,0.568,98.3403,5.3289,84.5397,34.0964,58.153,39973,"NO","NO",1,3.46,64.157638,18.2,45.1,20.65,11.59,22.53,8.07,32.68,38293,6156,32137,19170,19123,15404,3103
"126","73","0806","08","CUSCO","CANCHIS",0,0,0,0.29878139,70.14,58.41049652,6.732154136,229.0205144,0.7344,97.838,10.8021,92.7148,70.1059,88.5203,102826,"NO","NO",3,2.36,41.923469,24.24,28.3,16.45,9.09,27.65,6.53,25.3,96937,58355,38582,47071,49866,39626,13134
"127","74","0807","08","CUSCO","CHUMBIVILCAS",0,0,0,0.18895927,69.44,30.54674037,4.365222524,130.5868046,0.5329,97.8608,6.0491,76.0087,39.4397,43.0746,81878,"NO","NO",2,3.81,49.838411,14.07,30.9,25.96,14,29.83,11.78,40.13,75585,17505,58080,38166,37419,21153,6085
"128","68","0801","08","CUSCO","CUSCO",0,0,0,0.447770954,74.12,72.41241098,11.07600986,428.0380881,0.8762,97.8854,30.5147,99.5,90.3696,99.5,427580,"NO","SI",4,1.66,20.697917,596.1,15.6,3.86,3.29,18.56,1.34,6.12,367791,351780,16011,177553,190238,164170,79577
"129","69","0802","08","CUSCO","ACOMAYO",0,0,0,0.209077638,66.15,41.63204771,4.716717417,147.3321835,0.6331,97.199,10.4537,83.1267,48.2393,70.5703,28318,"NO","NO",1,3.94,63.590854,28.85,44,25.25,21.98,29.12,9.14,40.32,27357,14460,12897,13514,13843,8111,3465
"130","70","0803","08","CUSCO","ANTA",0,0,0,0.254172733,72.77,48.45788438,5.617769078,175.8500257,0.6379,97.9755,4.6273,82.8919,43.5397,86.8348,57262,"NO","NO",2,2.85,32.994515,29.22,19.5,18.86,12.53,22.41,9.83,27.72,54828,19386,35442,27608,27220,20380,10747
"131","171","2109","21","PUNO","MOHO",0,0,0,0.22062597,69.12,49.65047198,4.917643369,144.0364816,0.6098,98.1119,2.598,83.4812,45.2047,73.7554,26799,"NO","NO",1,3.91,27.995372,27.67,32.1,20.83,12.79,23.98,9.64,31.18,27819,7950,19869,13647,14172,7351,3626
"132","170","2108","21","PUNO","MELGAR",0,0,0,0.248745645,67.25,53.06523744,5.544552952,179.0280386,0.6322,99.0987,6.044,81.0894,60.8358,65.0074,77355,"NO","NO",2,3.42,38.25788,11.59,39.4,13.82,10.26,17.08,6.43,20.55,74735,35536,39199,36421,38314,26413,9932
"133","100","1102","11","ICA","CHINCHA",0,0,0,0.407674233,76.15,72.26868873,9.537767995,347.1932837,0.7622,99.4989,16.2647,84.4472,83.1503,86.8764,210098,"SI","NO",3,2.43,13.960389,65.03,10.3,2.69,2.27,6.06,1.25,4.06,194315,172733,21582,95977,98338,65088,64881
"134","101","1103","11","ICA","NASCA",0,0,0,0.42196649,76.53,72.41442146,9.883976109,370.8621391,0.7812,99.3843,18.7779,87.539,84.1663,88.2205,58817,"SI","NO",2,2.58,8.8035105,10.99,9.5,4.18,3.14,11.4,2.04,6.41,57531,50507,7024,29492,28039,17437,24582
"135","99","1101","11","ICA","ICA",0,0,0,0.441716171,75.91,75.4660253,10.78187488,397.3930891,0.845,99.5035,30.0232,87.7433,94.266,90.9563,349036,"SI","SI",4,2.04,11.92409,40.7,10.8,2.4,2.16,4.9,1.22,3.49,321332,293950,27382,157232,164100,108600,112346
"136","165","2103","21","PUNO","CARABAYA",0,0,0,0.207532167,64.22,39.53634313,5.298908617,142.9932158,0.6022,98.2289,4.6188,74.6275,52.4479,68.1171,87812,"NO","NO",2,3.97,43.263158,6.03,52.1,15.64,12.26,17.91,7.16,24.82,73946,30329,43617,38408,35538,13363,12782
"137","164","2102","21","PUNO","AZANGARO",0,0,0,0.230921507,65.84,53.1629671,5.613307184,153.0223504,0.5716,98.7557,2.9063,81.044,39.6135,61.5461,139092,"NO","NO",3,3.17,34.79674,27.53,45.3,17.07,9.06,20.16,7.3,25.92,136829,37508,99321,66613,70216,46385,16965
"138","163","2101","21","PUNO","PUNO",0,0,0,0.345362246,67.92,73.97297171,8.819199463,269.7452914,0.7483,98.9834,18.5388,93.596,64.1132,86.5741,244692,"SI","SI",3,2.36,15.621076,35.3,36.6,10.3,4.33,19.32,4.29,15.94,229236,136754,92482,113121,116115,78912,44900
"139","169","2107","21","PUNO","LAMPA",0,0,0,0.25436809,68.98,57.95768518,6.474900261,161.7077901,0.5839,99.3094,5.6917,83.7246,39.5906,59.8291,51039,"NO","NO",2,2.66,26.746336,8.33,32.6,11.48,7.91,13.7,4.59,18.23,48223,18659,29564,24061,24162,14674,8858
"140","168","2106","21","PUNO","HUANCANE",0,0,0,0.243012804,69.66,64.21712899,5.4111191,152.6074276,0.5866,98.59,6.42,86.7475,33.66,63.5913,67726,"NO","NO",2,3.17,24.635078,24.78,30.1,20.05,8.64,22.94,7.87,31.04,69522,13851,55671,33780,35742,24656,8096
"141","167","2105","21","PUNO","EL COLLAO",0,0,0,0.281205512,71.1,73.94964487,6.296991352,182.4191276,0.6141,99.407,4.2362,92.492,34.7087,73.3596,84865,"NO","NO",2,2.58,19.363288,14.47,25,14.56,5.83,18.56,6.34,22.94,81059,25376,55683,41148,39911,23463,8805
"142","166","2104","21","PUNO","CHUCUITO",0,0,0,0.269781212,71.01,66.73618516,6.757073412,165.7681118,0.6036,98.6818,3.6953,88.2616,37.3401,71.3466,142711,"NO","NO",3,2.82,23.142773,31.74,25.3,10.72,5.95,12.65,5.14,16.51,126259,35767,90492,64534,61725,21710,11467
"143","139","1602","16","LORETO","ALTO AMAZONAS",0,0,0,0.25844601,70.55,31.91735073,6.62411141,205.2203105,0.5685,94.0398,10.814,61.7112,44.4909,66.0007,117163,"NO","NO",3,3.35,31.50458,5.58,26.8,10.37,4.5,20.94,5.89,15.08,104667,62782,41885,53459,51208,32491,18620
"144","112","1209","12","JUNIN","CHUPACA",0,0,0,0.331883494,70.98,76.24377841,8.183301384,235.8516768,0.6888,97.8224,6.7123,93.7842,58.9627,82.6588,53564,"NO","NO",2,2.23,37.789407,44.99,25.4,7.9,6.59,10.01,2.22,13.01,51878,31328,20550,25096,26782,16727,15933
"145","111","1208","12","JUNIN","YAULI",0,0,0,0.422889577,73.47,70.87207243,9.907315358,397.7806973,0.7727,99.5,12.4015,99.0315,75.5876,91.573,45858,"NO","NO",1,2.42,42.441871,13.78,17.4,3.12,2.62,6.52,0.75,5.89,49838,43818,6020,26433,23405,15462,8871
"146","108","1205","12","JUNIN","JUNIN",0,0,0,0.307734777,69.52,65.32814123,7.197049941,229.2936275,0.6267,98.9176,12.5177,88.0828,23.2858,82.1882,27722,"NO","NO",1,2.46,24.092742,12.79,30.6,13.11,10.6,19.09,5.53,19.88,30187,21215,8972,14594,15593,6350,6219
"147","107","1204","12","JUNIN","JAUJA",0,0,0,0.331133006,70.85,66.55630102,8.210666706,248.665416,0.7053,98.0137,10.3796,90.8331,55.8857,90.6086,88524,"NO","NO",2,2.53,28.907721,24.55,25.8,7.4,6.25,10.26,2.11,12.05,92053,63941,28112,44311,47742,24624,25113
"148","110","1207","12","JUNIN","TARMA",0,0,0,0.330928975,72.25,57.47870396,7.656091465,268.0008497,0.7105,98.8506,10.9357,84.8047,62.1884,91.1852,111631,"NO","NO",3,2.28,32.539059,40.82,21.2,8.31,6.26,12.23,3.54,12.81,112230,72569,39661,55139,57091,20068,32234
"149","109","1206","12","JUNIN","SATIPO",0,0,0,0.245443412,70.85,38.15940058,6.601210319,167.7856079,0.5807,96.1116,5.1873,72.4222,51.8365,61.3319,244727,"NO","NO",3,3.35,31.657401,10.09,25.8,11.34,5.2,13.97,7.03,16.58,193872,53531,140341,103868,90004,23964,47272
"150","104","1201","12","JUNIN","HUANCAYO",0,0,0,0.397743963,72.16,73.43708995,9.842621109,340.9798333,0.8151,98.8701,20.3101,94.5642,85.4177,94.8395,497299,"NO","SI",4,2.1,31.212456,131.07,21.5,5.78,4.69,14.93,1.92,9.13,466346,412051,54295,222808,243538,177839,128534
"151","106","1203","12","JUNIN","CHANCHAMAYO",0,0,0,0.317245788,72.89,47.90550757,7.451467022,260.8300757,0.6428,97.5518,8.1031,80.7343,58.9306,70.703,193140,"NO","NO",3,2.82,26.02997,35.77,19.1,7.74,5.06,11.41,4.27,11.74,168949,96191,72758,89216,79733,23214,54320
"152","105","1202","12","JUNIN","CONCEPCION",0,0,0,0.303094701,70.55,61.05180279,7.3254262,220.492716,0.6705,97.8206,6.3452,85.5002,58.1659,83.1976,58942,"NO","NO",2,2.85,40.227942,19.6,26.8,10.24,6.22,14.94,3.97,15.95,60121,30619,29502,29280,30841,13037,18076
"153","53","0511","05","AYACUCHO","VILCAS HUAMAN",0,0,0,0.191552165,70.67,22.85218812,4.574453037,142.7184129,0.5349,99.1387,7.8826,72.025,45.8992,37.2551,23412,"NO","NO",1,2.89,41.145954,20.03,26.4,26.16,17.68,30.42,11.9,39.25,23600,7480,16120,11504,12096,3794,4796
"154","35","0401","04","AREQUIPA","AREQUIPA",0,0,0,0.477391136,73.94,85.87622018,11.27633799,469.3248748,0.9075,99.4183,40.4944,93.4114,95.5408,97.8951,936464,"NO","SI",4,1.93,12.85136,89.26,16.1,3.19,3.09,7.17,1.14,5.03,864250,842880,21370,415972,448278,470539,196390
"155","36","0402","04","AREQUIPA","CAMANA",0,0,0,0.419898928,74.98,75.43211431,9.500398923,377.5434277,0.7811,98.728,21.3335,90.3838,82.9674,82.893,57187,"SI","NO",2,2.49,12.846474,13.27,13.2,4.23,4.09,4.92,2.07,6.63,53065,44741,8324,27750,25315,18046,17384
"156","37","0403","04","AREQUIPA","CARAVELI",0.41,0,0,0.383991332,75.09,56.09710313,9.01662673,348.1037273,0.6946,98.4929,17.5497,80.9079,63.4413,75.1853,39317,"SI","NO",1,2.7,12.689372,2.73,12.9,4.63,3.84,5.94,2.24,7.99,35928,23080,12848,20273,15655,4349,14440
"157","38","0404","04","AREQUIPA","CASTILLA",0,0,0,0.352569773,71.43,59.73176343,8.125968692,305.6342167,0.7406,98.5589,12.3108,82.4863,85.132,83.6063,38990,"NO","NO",1,2.67,12.3565,5.56,23.9,9.13,6.83,12.09,3.85,15.23,38425,21913,16512,20269,18156,10956,7817
"158","39","0405","04","AREQUIPA","CAYLLOMA",0,0,0,0.355444089,71.58,70.43511052,7.842922387,295.4405735,0.6621,98.578,10.9773,84.3677,58.4541,71.3575,86542,"NO","NO",2,3.24,12.819912,5.26,23.4,8.29,7.17,10.41,2.87,13.97,73718,49062,24656,37876,35842,33058,19155
"159","40","0406","04","AREQUIPA","CONDESUYOS",0,0,0,0.335356478,72.01,59.59626153,7.918347213,269.1615736,0.6454,97.9444,12.945,83.2657,64.6445,55.2726,18540,"NO","NO",1,3.51,12.77101,2.73,22,10.15,7.43,11.94,3.33,19.41,18991,7764,11227,10539,8452,3846,3557
"160","41","0407","04","AREQUIPA","ISLAY",0.16,0,0,0.43074436,72.25,81.0441501,9.806806177,405.0657038,0.8179,98.504,18.6627,94.2023,92.6318,92.52,53047,"SI","NO",2,2.42,13.074024,13.45,21.2,4.12,4,5.28,1.82,6.59,52264,47402,4862,26846,25418,23049,10594
"161","42","0408","04","AREQUIPA","LA UNION",0,0,0,0.250336889,71.07,32.96748784,5.987278942,196.5324616,0.6325,96.7653,19.7837,71.4648,61.8834,53.1603,15164,"NO","NO",1,4.09,12.601857,3.3,25.1,20.78,15.05,26.26,8.58,32.63,15662,7550,8112,7814,7848,3065,2682
"162","80","0813","08","CUSCO","URUBAMBA",0,0,0,0.328419128,73.61,53.63762934,7.568300993,265.8943526,0.7234,96.0675,11.1369,89.0927,59.2273,98.7497,63039,"NO","NO",2,3.89,28.214876,39.38,17,11.99,5.42,19.02,5.65,18.6,56685,27731,28954,28869,27816,22028,13081
"163","79","0812","08","CUSCO","QUISPICANCHI",0,0,0,0.224805866,67.32,39.93512836,5.048635466,166.359526,0.618,97.6088,4.9016,74.7613,52.6529,75.8022,88967,"NO","NO",2,4.68,56.784395,10.86,39.1,22.93,11.05,30.35,9.73,36.11,82173,28911,53262,41442,40731,24211,16555
"164","78","0811","08","CUSCO","PAUCARTAMBO",0,0,0,0.160733118,67.15,22.08974578,3.658782006,120.6882532,0.5599,96.7844,6.1349,59.7834,46.3203,66.8591,50323,"NO","NO",2,5.27,59.347618,7.29,39.8,33.08,15.84,37.42,18.19,48.08,45877,8511,37366,23105,22772,12451,7335
"165","77","0810","08","CUSCO","PARURO",0,0,0,0.178090224,67.7,31.41127455,4.230806535,119.3697442,0.5573,97.6097,4.8544,74.8891,41.1514,56.9302,31521,"NO","NO",1,4.5,60.453242,15.59,37.5,27.83,21.65,31.35,13.9,41.83,30939,10575,20364,15760,15179,9117,4363
"166","65","0612","06","CAJAMARCA","SAN PABLO",0,0,0,0.204615181,68.39,23.91543875,4.760997694,165.7609429,0.5587,96.9911,3.7146,75.1291,55.086,45.9765,23885,"NO","NO",1,2.99,44.258271,34.38,34.8,19.72,8.17,21.99,8.68,29.84,23114,3594,19520,11261,11853,6412,5468
"167","196","2504","25","UCAYALI","PURUS",0,0,0,0.242792431,69.33,18.54308071,6.958800271,218.9732775,0.4473,91.9667,15.9542,51.3878,0.2351,53.4704,4251,"NO","NO",1,2.84,66.606504,0.21,31.3,19.33,7.15,26.55,9.53,31.05,3746,1251,2495,2011,1735,280,938
"168","195","2503","25","UCAYALI","PADRE ABAD",0,0,0,0.308483407,74.98,43.43128123,6.815407084,256.7977346,0.5023,97.3087,4.4984,73.2013,13.243,59.8946,56756,"NO","NO",2,3.04,33.732956,5.73,13.2,7.85,4.88,11.38,4.55,12.25,50590,26722,23868,27999,22591,9490,15089
"169","194","2502","25","UCAYALI","ATALAYA",0,0,0,0.232766033,65.41,26.84607437,6.006141375,198.6816459,0.4245,84.2895,4.5206,55.4652,13.2425,51.7253,50569,"NO","NO",2,4.72,64.037636,1.13,47.1,20.68,4.35,31.4,15.56,26.46,43933,15428,28505,22940,20993,4773,12408
"170","193","2501","25","UCAYALI","CORONEL PORTILLO",0,0,0,0.377457675,71.89,61.89346799,8.984064157,338.1303243,0.667,97.5922,12.5195,85.4286,42.8511,86.7715,366040,"NO","SI",4,2.51,27.596343,9.07,22.4,2.46,1.67,7.2,1.52,3.41,333890,281946,51944,169182,164708,79074,113656
"171","96","1009","10","HUANUCO","PUERTO INCA",0,0,0,0.234568717,72.13,20.22953737,5.405645618,213.7066386,0.4807,90.0761,13.7197,68.0194,25.5408,33.8304,32060,"NO","NO",1,2.75,43.800286,3.13,21.6,9.72,5.38,10.87,5.49,15.24,31032,6169,24863,17013,14019,4037,9206
"172","27","0220","02","ANCASH","YUNGAY",0,0,0,0.233970206,67.72,31.7099536,4.604450002,212.1907806,0.6249,97.275,10.2298,62.354,67.3776,68.3959,57969,"NO","NO",2,2.63,37.691281,40.37,37.4,28.11,10.94,34.36,15.72,39.87,54963,13268,41695,27043,27920,10635,16739
"173","95","1008","10","HUANUCO","PACHITEA",0,0,0,0.159797003,70.27,15.66293073,3.052669862,148.4104076,0.4821,94.7089,8.922,52.4708,35.9075,43.0686,69003,"NO","NO",2,2.8,43.955331,22.94,27.8,31.95,16.29,34.89,20.35,43.84,60321,8629,51692,30454,29867,10361,11740
"174","102","1104","11","ICA","PALPA",0,0,0,0.392866037,76.15,70.26372216,8.905266958,330.6952779,0.775,99.3064,18.157,85.4934,91.1803,81.2415,12621,"NO","NO",1,2.47,10.049524,10.44,10.3,5.78,4.91,7.42,3.22,8.47,12875,8489,4386,6602,6273,4015,5449
"175","94","1007","10","HUANUCO",NA,0,0,0,0.201032178,67.87,19.24363903,4.404891584,184.1822557,0.477,96.8355,6.7634,64.0645,23.8282,42.5136,30594,"NO","NO",1,3.1,44.173589,5.54,36.8,23.05,10.62,25.48,11.3,35.33,26620,4007,22613,13677,12943,5373,4708
"176","93","1006","10","HUANUCO","LEONCIO PRADO",0,0,0,0.319349608,73.51,45.96813294,6.962112921,277.9058942,0.6803,95.4785,18.5407,91.4246,51.5353,70.8055,129953,"NO","NO",3,2.03,44.570173,23.62,17.3,10.38,5.24,18.35,6.52,14.67,116965,68747,48218,61193,55772,21222,41049
"177","162","2008","20","PIURA","SECHURA",0,0,0,0.336294148,70.14,50.66051306,6.909077551,326.8788882,0.6745,97.9712,5.9599,79.84,72.387,77.137,71075,"NO","NO",2,3.17,29.070005,9.78,28.3,4.62,4.39,8.17,2.26,6.99,62319,58497,3822,31233,31086,12112,27838
"178","145","1608","16","LORETO","PUTUMAYO",0,0,0,0.366329917,71.22,50.5221481,8.952143107,346.8462798,0.6779,95.9809,12.4254,79.0188,57.2983,85.9357,550031,"NO","SI",4,2.51,30.595561,4.11,24.6,2.87,1.73,8.14,1.67,4.07,492992,392682,100310,248695,244297,139405,106591
"179","151","1803","18","MOQUEGUA","ILO",0.09,0,0,0.481313263,74.44,81.90700967,11.07750156,490.9752996,0.8504,99.5,21.2476,91.3031,99.5,99.5,68694,"SI","NO",2,2.05,2.1439818,46.19,14.7,1.98,2,0.15,0.74,3.24,63780,63068,712,32332,31448,30825,15916
"180","150","1802","18","MOQUEGUA","GENERAL SANCHEZ CERRO",0,0,0,0.329998857,75.49,76.89538179,8.310122167,212.2962635,0.6417,98.8706,13.2708,86.5558,38.3928,74.9002,27275,"NO","NO",1,2.15,20.921479,4.38,11.8,7.12,5.56,8.32,2.64,12.38,24904,10831,14073,13289,11615,5904,3778
"181","149","1801","18","MOQUEGUA","MARISCAL NIETO",0,0,0,0.448016944,75.63,79.28432884,9.933470303,424.8128197,0.8263,99.4366,26.9476,94.0548,80.8463,93.9171,78890,"NO","SI",2,2.08,8.2026345,8.4,11.4,6.28,5.29,12.15,2.55,10.17,72849,62797,10052,37266,35583,36565,14893
"182","138","1601","16","LORETO","MAYNAS",0,0,0,0.366329917,71.22,50.5221481,8.952143107,346.8462798,0.6779,95.9809,12.4254,79.0188,57.2983,85.9357,550031,"NO","SI",4,2.51,30.595561,4.11,24.6,2.87,1.73,8.14,1.67,4.07,492992,392682,100310,248695,244297,139405,106591
"183","140","1603","16","LORETO","LORETO",0,0,0,0.245031586,68.98,28.91431175,6.604478348,193.1771641,0.507,89.8845,6.2437,60.1239,32.464,60.621,69508,"NO","NO",2,3.83,31.224037,0.92,32.6,10.6,4.2,16.07,6.5,15.6,62165,26311,35854,33247,28918,11778,12142
"184","103","1105","11","ICA","PISCO",0,0,0,0.404780348,75.31,69.79470459,9.616805765,349.5505084,0.7092,99.2571,13.8738,84.8986,70.459,76.8762,132986,"SI","NO",3,2.37,11.6158,31.64,12.3,3.27,2.78,6.75,1.64,4.95,125879,110308,15571,64083,61796,35037,50013
"185","142","1605","16","LORETO","REQUENA",0,0,0,0.262124072,69.41,35.59160581,6.945986244,202.0106589,0.5378,92.4981,4.9098,64.907,27.0976,76.2223,72706,"NO","NO",2,3.53,30.896181,1.33,31,4.3,3.05,6.12,2.4,6.46,65692,37559,28133,34416,31276,9227,15472
"186","141","1604","16","LORETO","MARISCAL RAMON CASTILLA",0,0,0,0.23650673,69.23,22.32456809,6.384520373,199.7735248,0.4707,91.3034,4.5533,55.2372,23.2198,58.0174,67143,"NO","NO",2,3.75,31.425798,1.47,31.7,9.37,4.22,11.76,6.35,13.09,54829,16574,38255,29366,25463,5411,14798
"187","144","1607","16","LORETO",NA,0,0,0,0.189648022,69.33,15.00203907,5.426988064,151.254925,0.4295,81.9682,4.7538,44.0338,32.0778,48.7369,59620,"NO","NO",2,2.84,66.606504,1.06,31.3,18.69,6.67,23.82,8.86,29.13,49571,13598,35973,25223,24348,8706,7087
"188","143","1606","16","LORETO","UCAYALI",0,0,0,0.271670346,68.26,42.43352495,7.210192702,205.4871367,0.5572,90.6369,4.5009,71.0551,33.5148,75.8978,70782,"NO","NO",2,4.05,30.829523,2.11,35.3,3.8,2.31,5.82,2.14,5.76,61816,33885,27931,32556,29260,10908,11869
"189","156","2002","20","PIURA","AYABACA",0,0,0,0.194729095,68.63,26.08558739,4.507090734,147.2452445,0.5102,94.8213,3.6732,60.0579,51.9557,42.1461,141708,"NO","NO",3,4.36,53.389937,26.46,33.9,20.46,6.37,22.64,14,27.27,138403,15845,122558,70777,67626,25866,24239
"190","157","2003","20","PIURA","HUANCABAMBA",0,0,0,0.199530813,66.8,28.14436807,4.437859483,157.9261838,0.5334,94.1863,5.6703,65.4099,56.4812,41.1786,127423,"NO","NO",3,3.98,59.708586,29.22,41.3,24.45,6.51,27.38,13.6,35.19,124298,15358,108940,62396,61902,20106,27526
"191","155","2001","20","PIURA","PIURA",0,0,0,0.389075363,72.92,62.89432368,8.810064923,361.2345746,0.7426,98.5621,15.3145,89.086,77.9517,80.1926,734437,"NO","SI",4,2.45,20.585733,107.22,19,7.43,5.97,17.14,4.35,10.33,665991,573139,92852,327852,338139,140940,206840
"192","160","2006","20","PIURA","SULLANA",0,0,0,0.371643468,74.62,63.46140749,8.271042649,319.5071066,0.7548,97.9271,12.9206,91.7215,78.0363,88.1845,309605,"NO","NO",4,2.45,12.790551,53.04,14.2,6.25,5.6,12.21,5.15,7.31,287680,258723,28957,142411,145269,55271,126417
"193","161","2007","20","PIURA","TALARA",0,0,0,0.417441879,73.36,65.52080198,9.8028318,401.1024688,0.8082,99.0036,17.2074,97.9404,84.5123,93.9844,133148,"SI","NO",3,2.3,10.666118,46.22,17.7,1.9,1.84,4.47,1.36,2.43,129396,126866,2530,65002,64394,40685,38701
"194","158","2004","20","PIURA","MORROPON",0,0,0,0.289142229,70.46,50.09163643,5.745930739,245.7949251,0.6653,97.1181,7.3392,80.9296,67.5797,74.8067,159486,"NO","NO",3,2.93,26.869871,41.83,27.1,13.72,10.09,19,10.12,17.4,159693,91798,67895,80951,78742,32301,57567
"195","159","2005","20","PIURA","PAITA",0,0,0,0.386221671,73.54,58.79516999,7.786610797,387.5828237,0.7154,99.2638,6.7769,85.3579,76.5216,85.2715,122725,"SI","NO",3,2.74,15.968354,60.8,17.2,5.51,5.16,12.85,3.96,7.06,108535,103615,4920,54581,53954,25790,41585
"196","67","0701","07","CALLAO","CALLAO",17.63,0,0,0.482167219,76.24,75.2892562,10.3685,515.039929,0.8514,99.4939,26.4218,89.8493,93.0432,99.2529,969170,"SI","SI",4,2.48,7.5,5965.96,10.1,1.56,1.56,NA,0.69,2.39,876877,876877,0,430582,446295,296562,293068
