pais,year,idnum,estratopri,estratosec,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,q1,q2,enc,perprov,distrito,segmento,persec,horaini,ls3,a4,soct1,soct2,idio1,idio2,cp2,cp4a,cp4,np1,np1b,np2,sgl1,sgl2,lgl3,muni5,muni6,muni11,muni15,cp5,cp6,cp6l,cp7,cp7l,cp8,cp8l,cp9,cp13,cp20,cp21,it1,mil6,mil5,l1,prot3,prot4,prot7,prot6,prot8,jc1,jc10,jc13,perjc15,jc15a,jc16a,vic1ext,vic1exta,vic2,vic2aa,aoj1,vic1hogar,arm2,vic40,vic41,vic43,vic44,vic45,vic101,vic102,vic103,vol207,vol206,vol202,vol203,vol204,vol205,aoj8,aoj11,aoj12,aoj17,aoj18,aoj20,aoj21,aoj22,b1,b2,b3,b4,b6,b10a,b11,b12,b13,b18,b20,b20a,b21,b21a,b31,b32,b33,b17,b43,b37,b47a,b48,n1,n3,n9,n11,n15,epp1,epp3,mil1,mil2,b3milx,mil3,mil4,m1,m2,sd2new2,sd3new2,sd6new2,pop101,pop107,pop113,eff1,eff2,ing4,dem23,ros1,ros2,ros3,ros4,ros6,cct3,gen1,gen6,rac2a,mil7,w14a,pn4,pn5,e5,e8,e11,e15,e14,e3,e16,d1,d2,d3,d4,d5,d6,d7,d8,dem2,dem11,aut1,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,exc7mil,vb1,vb2,vb3,cv2,vb10,vb11,pol1,vb20,pp1,pp2,perw1,vb50,vb51,vb52,vb53,rac1ca,ab1,ab2,ab5,soc1,soc2a,soc2b,soc3,soc4,soc5,soc6,soc7,soc8,soc9,soc10,soc11,soc12a,soc12b,vb22,snw1a,snw1b,for1,for2,for3,for4,for5,for6,for7,for8,for9a,for9b,for9c,for9d,mil10a,mil10b,mil10c,mil10d,mil10e,mil11a,mil11b,mil11c,mil11d,mil11e,cct1new,cct1b,ed,ed2,edpadre,mov1,q2d,q2m,q2y,q3c,q5a,q5b,mil8,ocup4a,ocup1a,q10new,q10g,q10a,q14,q10d,q10e,fs2,fs8,q11,gen10,q12c,q12,q12b,etid,leng1,leng4,www1,gi0,gi1,gi4,gi7,r1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r16,r26,colorr,horafin,ti,intid,sexi,colori,wt,weight1500,odd,muni10
11,2012,175,1101,1,42,1113,1114,110,1,2,1,2101,1,26,175,1301,15,20,12,13.05,2,13,4,3,3,1,2,2,2,2,3,2,4,3,2,0,0,4,1,4,4,999999,4,999999,4,999999,4,4,999999,1,2,3,2,8,2,999999,999999,2,2,2,1,1,1,2,2,1,6,1,3,2,1,2,1,1,0,0,0,2,1,2,2,1,2,2,3,2,1,3,3,2,2,3,6,2,3,3,4,4,4,4,5,3,1,4,5,4,1,4,3,2,4,4,5,5,4,4,4,4,3,3,4,4,3,4,5,4,4,4,3,5,3,4,4,4,5,4,5,4,6,5,1,7,5,6,5,5,3,4,4,5,2,2,2,4,9,5,3,1,1,3,4,4,3,4,4,10,6,6,2,1,1,0,0,0,999999,0,999999,999999,999999,1,1,1,1,2,999999,1,2,999999,4,1,4,2,2,3,3,1,3,2,2,2,2,1,8,1,3,1,2,2,3,1,1,1,1,4,7,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,16,4,4,3,25,4,1985,1,4,1,3,1,2,13,11,2,2,2,1,999999,999999,1,999999,6,0,999999,2,1101,1,1,2,1,1,888888,1,1,1,1,0,0,1,0,1,1,1,1,0,1,4,13.55,50,67,2,4,1,1,1,999999
11,2012,1295,1103,1,20,1115,1101,54,1,1,1,2101,2,19,1295,1501,101,31,128,9,2,5,3,1,2,1,2,2,2,2,2,2,3,2,2,0,0,3,1,4,1,1,4,999999,4,999999,4,4,4,4,4,3,2,5,2,999999,999999,2,2,2,1,1,1,2,2,1,3,2,4,1,1,1,1,1,1,1,999999,1,1,2,1,1,3,2,3,3,2,4,3,1,3,3,2,2,4,3,4,3,2,4,4,3,4,3,6,2,2,3,2,3,999999,4,6,4,3,2,3,2,4,3,2,3,4,3,4,4,4,3,3,4,3,3,3,2,4,4,4,3,5,5,6,6,6,7,6,4,5,3,2,4,1,3,3,9,7,6,2,3,2,2,10,9,7,2,1,4,5,5,2,1,1,1,888888,0,999999,999999,999999,0,999999,0,1,1,1,1,1102,2,2,999999,3,2,4,2,2,2,1,2,3,3,1,1,1,1,1,7,2,3,2,2,3,3,2,1,2,1,7,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,3,3,3,30,3,1992,1,1,1,3,4,999999,10,999999,2,1,2,1,999999,999999,1,999999,3,0,999999,2,1101,1,2,2,1,1,130,1,0,0,1,1,0,0,0,1,1,1,0,1,1,5,9.5,50,85,2,4,1,1,1,999999
11,2012,1316,1103,1,20,1115,1101,51,1,1,1,2201,2,18,1316,1501,101,71,42,11.2,1,5,3,3,3,2,2,2,2,2,888888,2,888888,3,1,0,1,4,1,4,2,1,4,999999,4,999999,4,4,4,4,3,4,2,5,2,999999,999999,2,2,2,2,2,2,888888,888888,1,1,1,4,2,2,2,1,1,0,0,0,1,2,2,1,1,3,1,1,1,1,3,4,1,1,3,2,2,3,4,3,4,6,3,4,3,3,4,6,4,3,4,4,4,999999,4,7,6,4,5,2,4,5,2,4,3,3,4,4,3,1,3,888888,888888,3,2,3,2,888888,3,3,3,5,888888,4,6,6,6,7,999999,999999,999999,999999,999999,999999,999999,999999,9,9,9,3,1,2,4,10,10,4,3,8,999999,999999,999999,2,888888,2,0,0,0,999999,0,999999,999999,999999,0,1,888888,1,2,999999,1,2,999999,2,3,3,2,2,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,2,2,3,888888,2,2,2,2,888888,1,1,888888,3,888888,888888,888888,3,888888,888888,888888,888888,2,2,2,12,4,4,3,13,3,1993,1,3,1,3,1,4,988888,988888,2,888888,2,2,0,0,1,999999,9,0,999999,2,1101,2,2,2,2,1,888888,1,1,0,1,0,1,0,0,1,1,0,999999,0,1,3,12.2,60,988888,2,4,1,1,0,999999
11,2012,1175,1103,1,11,1115,1101,29,1,1,1,2401,2,21,1175,1501,92,8,8,16.4,2,5,3,2,3,2,2,2,2,2,888888,2,888888,888888,2,0,1,4,888888,4,3,1,4,999999,4,999999,4,4,4,4,3,3,2,5,2,999999,999999,2,2,2,2,2,2,2,2,2,999999,999999,999999,999999,2,888888,0,0,0,0,999999,1,2,3,1,1,3,2,2,3,2,2,4,3,888888,2,6,2,2,5,2,4,4,2,2,4,2,2,4,5,3,4,2,3,999999,4,6,4,3,5,3,4,2,2,3,3,2,5,5,5,4,4,3,4,2,3,3,3,2,4,3,3,7,4,3,5,4,5,5,3,2,6,4,6,1,888888,888888,5,10,3,1,1,1,1,10,5,10,988888,10,10,10,1,2,2,2,1,1,0,999999,999999,1,0,999999,0,1,3,1,1,1103,1,2,999999,1,3,1,2,2,3,1,2,4,2,2,2,3,1,1,5,3,1,888888,1,3,1,888888,1,888888,7,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,14,6,6,3,17,6,1990,1,4,1,3,5,999999,888888,999999,2,888888,2,888888,999999,999999,1,999999,4,0,999999,1,1101,1,2,2,1,1,888888,1,1,1,1,0,1,1,0,1,1,0,999999,0,1,3,17.3,50,108,1,6,1,1,1,999999
11,2012,479,1104,2,67,1112,1134,164,1,3,1,2201,1,44,479,1203,38,1,9,12.2,1,13,2,2,3,2,2,2,2,2,3,2,3,3,2,0,1,4,1,4,4,999999,4,999999,4,999999,4,4,999999,4,2,2,1,4,1,1,1,2,2,2,1,1,1,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,0,1,3,1,1,1,3,1,1,2,2,3,3,3,2,3,6,2,5,7,5,6,6,5,6,6,3,3,5,4,2,6,5,4,3,6,7,5,6,4,5,6,5,5,5,4,4,6,5,6,3,3,2,3,2,2,2,1,2,1,4,6,7,6,3,5,7,7,7,6,3,6,6,7,1,3,3,10,10,8,5,1,1,6,6,7,6,6,5,1,7,2,2,2,2,0,0,0,999999,0,999999,0,0,0,2,2,1,1,1101,2,2,999999,3,2,2,2,2,2,3,1,3,1,2,1,1,1,1,5,2,1,2,2,2,1,2,1,2,3,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,14,3,8,3,25,11,1967,1,3,1,3,1,1,11,7,2,1,2,2,999999,999999,1,999999,5,3,2,2,1101,2,2,1,988888,1,120,1,1,1,0,0,0,0,0,1,1,0,999999,0,1,5,13.18,58,57,1,6,1,1,1,999999
11,2012,1282,1103,1,19,1107,1101,48,1,1,1,2501,1,22,1282,701,100,77,49,12.02,2,13,3,2,3,2,2,2,2,2,3,2,4,4,2,0,1,888888,888888,3,4,999999,4,999999,4,999999,4,4,999999,2,3,888888,1,3,2,999999,999999,2,2,2,2,1,1,2,2,1,8,2,4,2,1,1,1,1,0,0,0,1,1,1,1,1,3,1,1,3,1,2,3,3,2,2,6,2,1,3,3,3,4,3,4,2,3,3,4,4,4,5,3,3,5,5,6,4,5,5,5,4,3,4,4,4,4,5,5,5,5,5,3,3,2,888888,888888,1,1,1,3,4,5,3,5,6,6,6,6,999999,999999,999999,999999,999999,999999,999999,999999,7,7,7,1,1,1,5,888888,5,5,5,5,999999,999999,999999,2,2,2,1,0,1,999999,0,999999,999999,999999,1,1,2,1,1,988888,1,2,999999,3,988888,4,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,1,2,999999,888888,988888,2,2,988888,1,888888,888888,888888,888888,4,888888,888888,888888,3,3,3,3,2,2,2,11,3,2,5,21,7,1989,1,4,1,3,1,4,11,8,2,2,2,2,0,0,1,999999,4,0,999999,1,1101,1,3,1,888888,2,140,1,1,0,1,0,1,0,0,0,0,0,999999,0,0,1,12.47,45,112,2,4,1,1,0,999999
11,2012,1049,1103,1,5,1115,1101,10,1,1,1,2101,2,48,1049,1501,86,132,11,12.2,3,5,4,3,4,2,2,2,2,2,3,2,3,3,2,0,1,3,1,2,2,1,3,1,2,1,4,4,4,4,3,2,5,4,2,999999,999999,2,2,2,2,2,2,1,1,2,999999,999999,999999,999999,2,1,0,0,0,0,999999,1,1,1,2,2,3,3,3,3,1,3,1,4,3,3,6,2,4,4,3,4,4,3,5,6,4,4,4,5,2,4,2,4,999999,4,6,5,4,4,5,5,4,4,5,4,5,5,5,5,5,6,3,3,3,2,2,4,5,5,4,4,4,5,4,4,5,6,6,3,3,4,4,5,888888,3,3,6,6,6,5,3,4,3,4,5,3,3,5,1,6,4,2,2,2,0,0,0,999999,999999,999999,999999,0,0,2,2,1,1,1101,2,2,999999,4,3,4,2,2,3,1,1,3,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,4,7,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,5,0,0,4,6,1,1964,5,3,1,3,5,999999,5,999999,2,2,3,3,999999,999999,3,999999,5,2,1,2,1101,1,5,1,1,1,120,1,1,0,1,0,0,0,1,0,0,0,999999,0,0,5,13.07,47,84,1,7,1,1,1,999999
11,2012,1036,1103,1,4,1115,1101,8,1,1,1,1801,2,68,1036,1501,85,18,36,11.58,2,5,4,3,4,3,2,2,2,888888,4,2,3,4,2,0,0,888888,888888,3,1,1,2,1,3,1,4,3,4,4,3,3,2,888888,2,999999,999999,2,2,888888,888888,1,1,888888,2,2,999999,999999,999999,999999,1,2,0,0,0,0,999999,2,2,1,2,3,3,2,1,888888,888888,3,1,1,988888,2,6,2,4,4,2,1,5,1,1,1,2,1,7,1,2,1,1,1,999999,888888,7,2,2,1,1,888888,1,1,2,888888,888888,888888,888888,888888,888888,888888,3,4,3,888888,3,888888,888888,888888,4,4,2,6,888888,888888,6,888888,888888,999999,999999,999999,999999,999999,999999,999999,999999,8,8,8,1,1,1,888888,888888,8,888888,3,1,999999,999999,999999,888888,1,2,0,0,0,999999,999999,999999,0,999999,0,3,3,1,1,1102,1,1,77,4,3,1,1,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,1,1,888888,999999,999999,888888,888888,3,4,4,888888,888888,888888,888888,3,3,4,4,2,888888,888888,888888,888888,888888,2,2,2,0,1,4,15,7,1943,1,1,1,3,5,999999,888888,999999,2,1,888888,2,0,0,2,1,3,3,0,2,1102,3,5,2,888888,888888,888888,0,0,1,0,0,0,0,0,1,1,0,999999,0,1,6,12.58,60,100,2,5,1,1,0,999999
11,2012,226,1101,1,47,1115,1116,121,1,2,1,2801,2,29,226,1506,18,2,21,13.42,2,4,4,3,2,1,2,2,2,2,4,2,4,1,2,0,0,4,0,3,4,999999,2,1,4,999999,4,4,4,4,4,3,2,8,2,999999,999999,2,2,1,1,1,1,1,1,2,999999,999999,999999,999999,1,1,1,1,1,1,999999,1,1,1,2,2,3,3,3,3,2,4,4,2,2,1,6,2,5,3,5,7,6,7,2,6,2,1,1,1,1,1,1,1,988888,6,7,5,2,988888,1,988888,2,2,1,2,1,2,2,1,1,1,4,4,3,2,2,1,2,4,2,2,6,2,4,5,5,4,7,999999,999999,999999,999999,999999,999999,999999,999999,6,7,888888,2,2,2,7,7,7,888888,3,888888,999999,999999,999999,1,1,988888,1,0,0,0,999999,999999,0,0,0,2,2,1,1,1104,2,2,999999,4,2,1,2,2,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,7,1,2,1,12,1,2,2,888888,988888,888888,888888,2,888888,888888,888888,2,3,888888,888888,888888,2,2,2,9,1,1,5,7,1,1983,1,5,4,3,5,999999,12,999999,2,1,2,2,0,0,2,1,5,2,2,2,1101,2,1,1,2,1,988888,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,14.28,46,102,2,3,1,1,0,999999
11,2012,1051,1103,1,5,1115,1101,11,1,1,1,1901,2,18,1051,1501,86,85,32,8.19,4,1,2,2,3,1,2,2,2,2,1,2,1,1,2,0,1,2,3,4,1,1,4,999999,4,999999,4,4,4,1,4,3,1,1,2,999999,999999,2,2,2,1,2,2,1,2,2,999999,999999,999999,999999,1,1,1,0,0,0,999999,1,1,1,1,1,1,1,1,1,2,2,4,1,2,3,6,2,4,4,5,6,7,3,2,1,4,3,1,6,2,4,2,1,999999,3,7,5,2,1,4,3,2,6,1,6,2,1,3,2,1,6,3,3,4,3,3,6,5,2,6,2,1,3,2,4,5,2,6,6,4,2,1,2,2,4,3,1,4,6,7,1,2,1,2,1,2,3,6,2,3,2,1,2,1,0,0,0,999999,999999,999999,999999,999999,0,3,4,1,2,999999,2,1,1102,4,4,4,2,2,3,3,3,3,1,2,1,1,1,5,2,2,3,1,4,1,2,1,4,2,8,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,3,4,4,20,4,1993,5,2,1,3,7,999999,5,999999,2,2,3,3,999999,999999,5,999999,7,1,1,2,1101,1,4,4,1,1,20,1,0,1,1,0,0,0,0,1,1,0,999999,0,1,3,9.07,48,84,1,7,1,1,1,999999
11,2012,1128,1103,1,7,1115,1101,21,1,1,1,2801,2,30,1128,1501,88,13,49,9.3,2,5,2,2,2,2,2,2,2,2,2,2,3,3,1,0,1,3,2,2,2,1,4,999999,2,1,4,4,4,4,3,3,2,5,2,999999,999999,2,2,2,1,1,1,1,2,1,1,2,3,2,1,2,1,0,1,1,0,1,1,3,1,1,3,1,3,3,1,4,3,1,3,3,6,2,4,4,4,4,5,2,3,3,3,2,3,2,2,4,3,4,999999,5,6,4,5,6,5,4,2,2,4,3,2,5,6,3,2,2,2,3,3,3,2,2,5,5,3,4,4,6,6,6,6,6,6,999999,999999,999999,999999,999999,999999,999999,999999,7,7,7,5,5,5,6,7,7,9,9,3,999999,999999,999999,2,1,2,0,0,1,999999,0,999999,0,999999,0,2,2,1,1,1105,1,2,999999,2,4,3,2,2,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,1,1,1,4,999999,1,2,2,4,5,1,1,1,1,3,2,4,4,3,2,2,3,3,2,2,2,16,2,3,3,9,9,1981,1,3,2,3,1,2,11,8,2,2,2,2,0,0,2,4,6,1,1,2,1101,1,2,2,1,1,130,1,1,1,1,0,0,0,0,1,1,0,999999,1,1,4,10.2,50,92,1,6,1,1,0,999999
11,2012,1159,1103,1,10,1115,1101,27,1,1,1,2001,1,25,1159,1501,91,4,12,14.3,2,1,3,2,3,2,2,2,2,2,888888,2,4,888888,2,0,1,3,1,4,3,1,4,999999,4,999999,4,1,999999,1,3,3,3,3,1,6,2,2,1,2,2,2,2,2,2,1,3,1,3,2,2,2,0,0,0,0,0,1,3,3,1,1,1,1,1,1,1,3,3,3,888888,3,4,1,4,5,3,4,7,4,7,4,4,3,4,888888,3,4,5,4,999999,6,7,2,7,2,4,5,4,4,4,2,1,3,4,3,1,1,3,3,2,3,4,2,2,1,2,6,5,2,4,4,4,7,7,1,1,7,5,5,1,3,3,10,10,10,10,7,1,1,10,10,10,5,10,8,10,1,2,2,2,0,0,0,999999,1,999999,999999,999999,0,1,888888,1,1,1101,1,1,1101,1,2,2,1,1,4,3,3,4,2,1,888888,1,1,1,7,3,3,1,3,3,1,888888,3,2,3,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,14,6,8,4,21,4,1986,1,4,1,3,1,4,12,4,2,2,2,2,999999,999999,1,999999,4,0,999999,2,1101,4,1,1,1,1,300,1,1,1,1,0,1,1,0,1,1,1,1,0,1,4,15.3,60,988888,2,4,1,1,1,999999
11,2012,1497,1103,1,29,1115,1101,84,1,1,1,2801,2,32,1497,1501,110,7,49,11,1,1,3,1,3,2,2,2,2,2,3,2,2,2,2,0,0,3,1,2,2,1,4,999999,4,999999,4,4,4,4,4,1,1,6,2,999999,999999,2,2,2,1,1,1,2,2,1,1,1,4,2,2,2,0,0,0,0,0,2,2,3,1,1,3,1,1,1,2,2,4,2,2,3,2,1,1,7,5,5,3,1,4,7,2,1,1,1,1,988888,1,1,999999,5,7,4,4,4,7,7,5,5,5,3,3,6,6,6,7,7,2,3,2,2,2,1,1,3,3,7,7,3,7,7,7,7,7,4,1,7,7,7,1,2,1,7,7,7,1,1,1,1,2,2,2,2,1,1,10,3,2,2,2,1,0,0,0,0,999999,0,999999,0,1,1,1,1,1102,2,2,999999,2,3,4,2,2,3,1,2,3,2,3,3,3,3,1,7,2,1,1,4,2,1,1,1,2,1,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,13,4,6,3,14,6,1979,1,4,2,1,1,2,888888,10,2,1,1,2,999999,999999,1,999999,15,0,999999,4,1101,1,1,1,1,1,888888,1,1,1,1,0,1,1,0,1,1,1,1,0,1,7,11.45,45,101,2,3,1,1,1,999999
11,2012,507,1104,2,70,1125,1137,170,1,3,1,2101,2,26,507,2501,41,2,3,10.05,2,11,3,2,3,2,2,2,2,2,4,2,4,3,2,0,2,2,2,4,4,999999,3,1,4,999999,4,4,4,1,2,4,1,5,2,999999,999999,2,2,2,1,1,1,1,2,2,999999,999999,999999,999999,2,1,1,0,1,0,999999,2,1,2,3,2,3,1,1,3,1,2,4,2,3,2,6,3,3,2,6,7,2,5,1,1,5,4,1,5,2,3,6,4,3,7,6,4,5,7,6,7,6,5,4,3,5,6,7,5,6,4,3,2,2,2,2,6,7,4,5,3,2,4,7,6,7,7,6,5,7,4,3,5,2,2,3,7,9,4,2,1,8,10,5,4,6,5,2,1,6,5,2,2,2,1,0,0,999999,999999,999999,0,0,0,4,3,1,1,1101,1,2,999999,4,3,4,2,2,4,3,3,2,2,2,1,1,1,2,1,2,2,1,3,2,2,1,5,1,3,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,6,2,2,4,26,2,1985,5,1,1,2,5,999999,10,999999,2,2,2,3,999999,999999,3,999999,5,4,4,2,1101,1,3,2,888888,2,888888,0,0,0,0,0,0,0,0,0,0,0,999999,0,0,5,11,55,161,2,6,1,1,1,999999
11,2012,1085,1103,1,5,1115,1101,16,1,1,1,2101,1,49,1085,1501,86,14,107,15.53,3,4,4,3,4,3,2,2,2,2,4,2,5,4,2,0,0,4,0,4,3,1,3,1,3,1,4,4,999999,3,4,3,3,2,2,999999,999999,2,2,1,1,1,1,1,1,2,999999,999999,999999,999999,2,1,1,1,1,1,0,2,1,2,3,3,3,3,2,2,1,4,3,1,2,3,2,3,3,3,3,4,3,3,2,3,1,3,3,1,1,3,2,2,999999,4,4,3,4,5,2,2,2,2,2,4,2,4,4,4,3,4,888888,888888,2,2,3,1,4,4,1,1,2,2,5,6,6,6,6,5,4,2,4,7,2,3,3,9,9,7,5,4,4,4,7,10,5,10,1,1,5,4,2,1,2,0,0,0,999999,0,999999,0,0,1,2,1,1,1,888888,1,2,999999,1,3,4,2,2,2,3,1,4,888888,2,1,2,1,1,7,2,1,2,4,3,3,1,1,2,1,6,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,2,2,5,15,6,1962,1,5,2,2,1,4,9,8,2,2,2,3,999999,999999,3,999999,6,4,2,2,1101,1,5,2,1,1,888888,1,1,0,1,0,0,0,0,1,1,0,999999,0,1,5,16.52,59,105,2,6,1,1,1,999999
11,2012,1164,1103,1,10,1115,1101,27,1,1,1,2001,2,57,1164,1501,91,4,72,21,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,0,2,4,1,4,1,2,2,1,4,999999,4,4,4,4,3,3,2,6,2,999999,999999,2,2,2,2,2,2,2,2,2,999999,999999,999999,999999,1,2,0,0,1,0,0,1,1,2,1,1,3,1,1,1,1,3,2,2,888888,888888,4,1,4,4,3,4,5,3,4,4,4,3,1,7,4,5,5,5,999999,6,7,4,5,4,5,4,4,4,5,2,1,4,5,4,1,1,888888,888888,2,3,3,2,2,3,2,2,7,3,3,7,5,7,7,999999,999999,999999,999999,999999,999999,999999,999999,6,10,988888,2,2,2,1,8,8,6,6,6,999999,999999,999999,2,2,2,1,0,1,999999,0,999999,0,0,0,2,2,1,1,1103,1,2,999999,2,2,4,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,1,2,999999,5,888888,2,3,3,1,1,1,988888,888888,888888,888888,888888,888888,2,888888,888888,888888,2,2,2,14,4,4,3,29,10,1954,5,1,1,2,1,4,988888,988888,1,1,3,988888,0,0,4,999999,4,10,0,2,1101,1,3,2,1,1,888888,1,1,1,1,0,1,1,0,1,1,1,0,0,1,5,22,60,988888,2,4,1,1,0,999999
11,2012,269,1102,3,50,1104,1119,130,1,4,1,2101,2,26,269,402,21,2,41,18.19,1,5,3,2,3,1,2,2,2,2,4,2,3,3,2,0,2,4,2,2,1,1,4,999999,2,2,4,4,4,4,2,3,2,5,2,999999,999999,2,2,1,1,888888,888888,2,2,1,4,10,1,2,2,2,0,0,0,1,0,1,1,1,1,2,2,888888,1,1,1,3,2,4,3,3,6,1,4,6,5,6,7,4,5,7,5,5,1,4,1,5,5,4,4,5,7,5,6,5,4,4,4,3,4,3,3,4,5,5,888888,888888,3,3,3,3,3,1,6,5,3,1,5,888888,4,4,5,4,5,3,5,5,5,4,2,2,2,5,5,5,3,3,4,2,5,5,5,5,3,2,6,6,888888,2,888888,0,1,0,1,0,999999,0,999999,0,1,2,1,1,1101,2,2,999999,3,3,3,2,2,3,3,3,3,888888,2,1,1,1,1,7,2,3,2,888888,3,3,2,3,2,3,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,1,1,5,2,8,1985,5,2,1,3,1,3,8,2,2,2,3,2,999999,999999,3,999999,3,1,1,2,1102,2,5,1,988888,1,888888,1,1,1,1,0,0,0,0,1,1,0,999999,0,1,6,19.36,77,19,2,6,1,1,1,999999
11,2012,185,1101,1,42,1113,1114,111,1,2,1,2601,2,47,185,1301,15,31,35,11.1,1,5,3,2,4,2,2,2,2,2,3,2,888888,3,2,0,1,4,1,4,2,1,2,1,4,999999,3,4,4,4,2,3,2,7,2,999999,999999,2,1,2,2,2,2,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,0,1,1,2,1,1,3,1,1,3,1,2,3,2,3,3,2,888888,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,5,5,2,2,2,6,6,6,5,4,4,4,4,5,5,5,5,5,4,4,4,5,1,3,2,6,6,6,2,2,2,4,5,5,5,5,4,4,6,6,2,1,2,0,0,0,999999,1,999999,1,1,0,2,2,1,1,1101,1,2,999999,2,3,4,2,1,3,3,3,3,1,1,1,3,1,8,1,3,1,1,3,2,1,1,3,1,5,6,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,16,4,4,3,29,4,1964,1,3,1,3,1,4,15,8,2,1,3,3,999999,999999,2,2,6,2,2,1,1101,1,1,1,1,1,888888,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,11.5,40,66,2,6,1,1,1,999999
11,2012,287,1102,3,51,1111,1120,131,1,4,1,2101,2,32,287,1101,22,1,3,17.44,2,13,4,2,3,2,2,2,2,2,3,2,3,3,2,0,1,4,1,4,1,1,2,1,4,999999,4,4,3,4,2,3,1,888888,2,999999,999999,2,2,2,1,2,1,1,2,2,999999,999999,999999,999999,2,2,0,0,0,0,999999,1,1,3,1,1,2,2,1,3,2,2,3,2,3,2,4,1,3,5,4,4,5,3,3,4,4,4,7,3,2,5,4,5,3,3,7,4,3,5,4,4,3,4,4,988888,988888,5,4,4,5,3,2,3,3,3,3,4,4,4,3,3,7,7,7,7,7,7,7,1,1,6,6,7,1,3,3,10,10,7,3,3,4,7,7,6,5,5,5,6,8,1,2,2,2,0,0,0,999999,999999,999999,0,0,0,2,888888,1,1,1102,2,2,999999,3,888888,4,2,2,4,3,2,3,2,2,2,2,4,1,5,2,2,2,1,3,2,2,1,1,3,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,3,3,3,19,11,1979,1,2,1,3,5,999999,9,999999,2,2,3,2,999999,999999,2,1,8,3,3,2,1101,1,5,1,1,1,888888,1,0,0,1,0,0,0,0,1,1,0,999999,1,1,5,18.15,31,48,2,4,1,1,1,999999
