pais,year,idnum,estratopri,estratosec,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,q1,q2,enc,perprov,distrito,segmento,persec,horaini,ls3,a4,soct1,soct2,idio1,idio2,cp2,cp4a,cp4,np1,np1b,np2,sgl1,sgl2,lgl3,muni5,muni6,muni11,muni15,cp5,cp6,cp6l,cp7,cp7l,cp8,cp8l,cp9,cp13,cp20,cp21,it1,mil6,mil5,l1,prot3,prot4,prot7,prot6,prot8,jc1,jc10,jc13,perjc15,jc15a,jc16a,vic1ext,vic1exta,vic2,vic2aa,aoj1,vic1hogar,arm2,vic40,vic41,vic43,vic44,vic45,vic101,vic102,vic103,vol207,vol206,vol202,vol203,vol204,vol205,aoj8,aoj11,aoj12,aoj17,aoj18,aoj20,aoj21,aoj22,b1,b2,b3,b4,b6,b10a,b11,b12,b13,b18,b20,b20a,b21,b21a,b31,b32,b33,b17,b43,b37,b47a,b48,n1,n3,n9,n11,n15,epp1,epp3,mil1,mil2,b3milx,mil3,mil4,m1,m2,sd2new2,sd3new2,sd6new2,pop101,pop107,pop113,eff1,eff2,ing4,dem23,ros1,ros2,ros3,ros4,ros6,cct3,gen1,gen6,rac2a,mil7,w14a,pn4,pn5,e5,e8,e11,e15,e14,e3,e16,d1,d2,d3,d4,d5,d6,d7,d8,dem2,dem11,aut1,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7,exc7mil,vb1,vb2,vb3,cv2,vb10,vb11,pol1,vb20,pp1,pp2,perw1,vb50,vb51,vb52,vb53,rac1ca,ab1,ab2,ab5,soc1,soc2a,soc2b,soc3,soc4,soc5,soc6,soc7,soc8,soc9,soc10,soc11,soc12a,soc12b,vb22,snw1a,snw1b,for1,for2,for3,for4,for5,for6,for7,for8,for9a,for9b,for9c,for9d,mil10a,mil10b,mil10c,mil10d,mil10e,mil11a,mil11b,mil11c,mil11d,mil11e,cct1new,cct1b,ed,ed2,edpadre,mov1,q2d,q2m,q2y,q3c,q5a,q5b,mil8,ocup4a,ocup1a,q10new,q10g,q10a,q14,q10d,q10e,fs2,fs8,q11,gen10,q12c,q12,q12b,etid,leng1,leng4,www1,gi0,gi1,gi4,gi7,r1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r16,r26,colorr,horafin,ti,intid,sexi,colori,wt,weight1500,odd,muni10
11,2012,524,1104,2,71,1112,1138,171,2,5,1,2101,1,53,524,1206,42,1,3,16.4,3,13,2,1,3,3,2,2,2,2,4,2,4,3,2,0,0,4,1,3,4,999999,3,1,3,1,4,4,999999,4,1,2,1,7,2,999999,999999,2,2,1,1,1,1,1,1,1,3,1,4,1,2,2,0,0,0,0,0,2,1,4,2,3,3,2,2,2,2,2,4,4,2,2,6,2,1,5,4,2,2,1,3,6,2,3,6,2,2,4,2,4,3,3,7,4,3,4,4,3,3,3,2,2,2,6,5,6,888888,6,3,4,3,3,3,2,2,4,3,5,4,6,6,6,7,7,7,999999,999999,999999,999999,999999,999999,999999,999999,9,10,6,10,10,8,10,8,8,7,8,4,999999,999999,999999,1,1,1,1,0,0,999999,0,999999,0,0,1,1,3,1,1,988888,1,2,999999,3,3,4,2,2,888888,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,2,999999,888888,999999,999999,888888,4,888888,999999,2,1,1,1,1,2,888888,888888,888888,1,2,888888,888888,888888,2,2,2,7,2,888888,3,25,12,1958,1,4,3,2,1,4,12,12,2,2,2,3,0,0,3,999999,4,4,0,2,1101,1,5,2,888888,1,888888,1,1,0,1,1,0,0,1,1,1,0,999999,0,0,5,17.32,52,54,2,4,1,1,0,999999
11,2012,846,1107,3,98,1108,1165,226,2,5,1,2201,1,43,846,804,69,2,10,13.35,4,13,2,1,1,1,1,1,2,2,2,1,2,2,888888,1,2,2,2,3,2,1,4,999999,3,2,3,3,999999,3,2,2,1,2,2,999999,999999,2,2,2,2,2,2,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,0,1,1,2,1,1,3,2,2,2,1,4,3,2,1,3,6,2,5,5,4,6,6,3,4,6,4,6,3,4,3,5,5,4,3,4,7,6,6,6,5,6,6,5,988888,3,3,4,5,5,5,6,888888,3,3,3,4,2,2,888888,5,6,7,7,2,7,6,7,7,999999,999999,999999,999999,999999,999999,999999,999999,8,10,8,5,2,1,2,3,3,3,2,1,999999,999999,999999,2,2,2,0,0,0,0,0,1,999999,999999,0,1,2,1,1,1101,1,2,999999,1,3,2,1,2,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,1,3,2,3,3,6,1,1,3,2,888888,1,1,1,3,3,4,888888,2,888888,888888,888888,3,1,2,2,16,3,3,4,27,7,1968,1,2,1,3,1,1,15,15,2,2,2,1,0,0,2,5,5,3,0,2,1102,2,1,1,1,1,888888,1,1,0,1,0,0,0,1,1,1,1,0,0,1,5,14.2,45,38,2,2,1,1,0,1
11,2012,691,1106,3,85,1106,1152,200,2,5,1,2601,1,45,691,601,56,2,1,14.05,2,10,3,2,2,2,2,1,2,2,3,1,3,3,1,0,1,3,1,2,1,1,3,1,3,1,3,4,999999,2,3,4,2,5,1,5,1,2,1,2,2,2,2,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,0,1,1,3,2,2,3,2,2,3,2,2,3,3,3,3,6,1,2,6,6,2,2,2,5,5,2,5,6,2,2,2,4,2,6,6,7,4,4,4,3,4,2,2,1,3,2,3,4,3,3,6,3,3,2,3,3,4,4,4,4,4,4,2,4,6,6,6,6,6,1,5,4,6,1,2,2,10,10,2,4,1,1,5,4,4,3,2,1,1,10,1,2,2,1,0,0,0,0,0,999999,0,0,0,2,2,1,1,1101,1,2,999999,2,4,1,2,1,4,1,2,3,2,2,2,1,1,1,2,2,1,1,2,2,2,1,6,2,3,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,16,2,2,5,15,6,1966,1,2,1,3,1,1,9,5,2,2,2,1,999999,999999,2,4,4,2,2,3,1101,1,2,1,1,1,120,1,1,0,1,1,0,0,0,1,1,1,0,0,1,5,14.45,40,31,2,2,1,1,1,0
11,2012,850,1107,3,98,1108,1165,225,2,5,1,2101,2,66,850,804,69,1,9,9,1,4,5,2,2,2,2,2,2,1,1,1,3,2,2,0,0,888888,888888,3,3,1,3,1,4,999999,3,3,4,4,2,3,2,4,1,1,2,1,2,2,1,1,1,1,1,2,999999,999999,999999,999999,2,1,1,0,0,1,0,1,1,2,2,3,3,3,3,3,1,4,1,2,2,3,6,1,3,2,3,4,3,2,5,4,3,2,1,1,2,2,3,5,4,5,6,2,1,1,2,3,3,3,5,3,3,4,2,2,1,1,3,3,3,3,3,4,5,4,5,4,3,2,2,5,6,6,5,999999,999999,999999,999999,999999,999999,999999,999999,4,8,5,3,1,4,5,6,5,7,5,1,999999,999999,999999,1,1,1,1,0,0,0,0,999999,0,0,0,1,1,1,1,1101,1,1,1101,3,3,2,2,2,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,1,1,1,2,999999,4,11,2,2,2,2,1,1,2,2,2,2,4,4,1,3,3,3,1,2,2,16,0,2,3,5,11,1945,6,1,2,2,1,4,8,8,2,1,2,3,0,0,2,4,3,5,0,2,1102,2,5,1,1,1,130,1,1,1,1,0,0,0,0,1,1,1,0,0,1,6,9.46,46,40,2,4,1,1,0,1
11,2012,756,1106,2,90,1106,1157,209,2,5,1,2101,1,28,756,607,61,1,2,9.05,1,4,4,2,4,2,2,2,2,2,3,2,4,4,2,0,1,3,1,4,4,999999,3,2,4,999999,3,4,999999,4,3,5,3,5,1,5,2,2,2,1,1,1,1,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,999999,2,1,3,1,1,2,1,1,1,888888,1,2,4,2,2,4,2,2,2,5,2,2,1,6,1,2,4,5,6,1,1,2,1,6,5,5,1,5,2,1,1,1,1,2,1,1,2,2,1,1,1,5,4,3,4,4,5,7,6,1,2,1,6,7,7,7,7,7,999999,999999,999999,999999,999999,999999,999999,999999,9,10,3,1,1,1,1,8,10,1,1,10,999999,999999,999999,2,2,2,0,0,0,0,999999,0,999999,999999,1,1,2,1,1,1101,1,2,999999,4,1,2,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,1,1,4,4,4,1,1,2,2,3,1,1,1,1,888888,888888,3,3,4,888888,888888,888888,888888,2,2,2,16,0,3,5,6,6,1983,1,5,1,3,3,999999,10,999999,2,2,2,2,0,0,3,999999,3,1,1,2,1101,1,1,1,1,2,130,1,0,0,1,1,0,0,1,1,1,1,1,0,1,4,10,55,33,2,6,1,1,0,999999
11,2012,753,1106,2,90,1106,1157,209,2,5,1,2201,2,33,753,607,61,1,1,14.43,2,888888,3,2,2,2,2,2,2,2,3,2,3,3,2,0,1,4,1,4,4,999999,3,1,4,999999,4,4,4,4,3,3,2,10,1,2,2,2,2,2,2,2,2,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,999999,2,3,1,3,3,3,3,2,3,1,1,1,3,2,3,2,2,5,4,5,6,3,6,5,3,7,2,6,4,2,3,4,7,4,6,5,3,2,3,3,2,4,5,4,3,5,3,4,5,2,3,3,3,1,2,2,3,4,2,4,5,4,2,3,2,3,2,3,2,3,2,3,3,1,2,3,3,4,5,6,8,7,10,5,7,8,8,4,2,10,3,2,2,2,0,0,0,999999,999999,999999,0,0,0,2,2,1,1,1101,2,2,999999,3,2,1,2,2,3,3,3,3,2,2,1,1,1,1,4,1,888888,2,3,2,2,2,4,2,3,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,6,0,1,4,13,7,1978,1,5,3,3,5,999999,1,999999,2,2,2,2,999999,999999,3,999999,3,1,1,1,1101,1,5,1,888888,2,888888,1,1,0,1,0,0,0,0,1,1,1,0,1,0,3,15.43,60,33,2,6,1,1,1,999999
11,2012,57,1101,3,34,1114,1106,94,2,5,1,2101,1,65,57,1403,5,2,2,10.04,3,3,3,2,4,2,2,2,2,2,3,2,4,5,2,0,1,4,2,4,4,999999,2,1,4,999999,3,4,999999,3,3,3,2,10,2,999999,999999,2,2,1,1,1,1,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,0,1,2,1,2,2,3,3,2,3,1,3,3,3,2,2,6,1,4,3,3,2,2,2,4,3,2,2,4,3,2,3,2,2,2,3,6,4,4,3,3,2,1,3,3,2,2,2,2,2,2,3,3,5,3,3,3,2,3,4,4,3,6,3,4,5,4,3,2,3,5,5,7,7,1,2,3,3,6,6,4,1,1,3,7,7,6,6,8,5,8,1,2,2,2,0,0,0,999999,0,999999,0,0,0,1,1,1,1,1101,1,2,999999,3,3,4,2,2,3,888888,888888,3,2,1,1,2,1,1,7,2,1,2,3,2,1,2,1,2,2,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,15,2,2,3,4,8,1946,1,2,1,3,1,2,8,7,2,2,3,2,999999,999999,2,5,10,5,0,2,1101,1,5,1,1,1,888888,1,1,1,1,0,0,0,0,1,1,0,999999,1,1,5,10.47,43,79,2,4,1,1,1,999999
11,2012,49,1101,3,34,1114,1106,93,2,5,1,2101,1,81,49,1403,5,1,1,8.18,1,5,3,888888,3,1,2,2,2,2,3,2,3,888888,2,0,1,3,1,4,2,1,4,999999,2,1,4,3,999999,2,3,3,2,8,2,999999,999999,1,2,2,1,1,1,2,2,2,999999,999999,999999,999999,2,1,0,0,1,1,0,1,1,1,3,1,3,1,1,3,1,1,1,4,888888,2,2,1,1,5,1,5,6,2,6,4,5,3,6,1,5,7,3,4,2,1,7,4,6,5,4,6,5,4,6,4,3,6,7,6,5,7,2,3,2,2,2,5,6,5,5,6,3,1,5,7,7,7,7,1,4,6,7,7,1,2,1,9,10,9,10,3,1,10,1,10,1,4,1,1,7,6,2,1,2,0,0,0,999999,0,999999,0,0,0,2,3,1,1,1101,2,1,77,4,2,4,2,2,3,1,2,3,2,2,1,2,1,8,5,3,2,2,2,2,2,2,888888,1,10,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,5,2,2,4,1,7,1930,1,3,1,2,1,4,2,2,2,2,4,2,999999,999999,2,5,5,6,0,1,1101,1,5,1,888888,1,888888,1,1,1,1,0,0,0,0,1,1,0,999999,1,1,4,9,42,81,2,5,1,1,1,999999
11,2012,464,1104,3,66,1122,1133,161,2,5,1,2301,1,52,464,2207,37,1,3,9.25,2,13,4,1,3,2,2,2,2,1,4,2,4,1,1,0,0,4,0,3,4,999999,3,1,4,999999,2,2,999999,2,3,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,0,1,4,4,2,2,2,2,2,2,1,1,4,4,3,2,8,1,3,5,3,4,5,4,5,4,3,4,3,1,1,7,6,2,4,5,7,5,7,6,6,6,6,5,6,3,4,6,6,5,1,1,2,3,4,3,3,1,7,7,5,6,6,1,7,7,7,7,7,999999,999999,999999,999999,999999,999999,999999,999999,10,10,2,1,1,1,1,2,2,2,2,9,999999,999999,999999,2,1,2,0,0,0,999999,0,0,0,0,0,1,2,1,1,1101,1,1,1101,3,2,4,1,1,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,4,1,1,1,1,999999,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,3,2,2,2,2,15,1,2,2,24,8,1959,1,4,1,3,1,1,10,8,2,2,3,2,0,0,2,4,4,3,1,1,1101,1,4,1,1,1,130,1,1,0,1,2,0,0,1,0,1,0,999999,0,1,3,10.2,55,152,2,5,1,1,0,999999
11,2012,521,1104,2,71,1112,1138,172,2,5,1,2101,1,35,521,1206,42,2,14,11.36,1,5,3,1,3,3,2,2,2,2,3,2,4,4,2,0,1,4,0,3,4,999999,4,999999,3,1,4,4,999999,4,3,3,1,5,2,999999,999999,2,2,1,1,1,1,1,1,1,1,10,4,2,2,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,4,4,2,1,6,2,988888,3,4,3,4,3,5,5,4,3,4,4,4,6,3,3,3,4,7,3,4,4,4,4,3,3,4,3,2,4,4,3,4,5,2,3,3,3,3,5,3,4,3,4,5,4,5,5,5,4,5,3,5,4,2,6,1,2,2,9,6,4,7,8,7,7,5,4,4,5,5,6,8,6,2,888888,2,1,0,1,999999,0,999999,0,999999,0,3,3,1,1,1102,1,2,999999,2,888888,3,2,2,3,3,2,3,888888,3,3,3,3,1,2,2,2,1,4,2,2,1,1,2,5,5,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,11,2,2,4,12,9,1976,1,4,2,2,1,4,15,15,2,2,1,1,999999,999999,1,999999,4,0,999999,3,1101,1,3,2,1,1,888888,1,1,1,1,1,0,0,0,1,0,0,999999,1,0,4,12.25,49,54,2,4,1,1,1,999999
11,2012,620,1105,3,79,1112,1146,187,2,5,1,2201,2,29,620,1201,50,2,3,8.1,2,5,2,1,2,1,2,2,2,2,4,1,3,3,1,0,1,4,2,4,1,1,4,999999,4,999999,4,4,2,4,2,4,1,5,2,999999,999999,2,2,2,2,1,1,2,2,2,999999,999999,999999,999999,2,1,1,1,0,1,988888,2,1,4,1,1,1,3,3,2,1,4,2,4,1,2,6,2,1,5,6,7,2,3,6,2,2,1,1,6,2,2,3,2,2,5,6,2,1,2,2,3,2,3,3,3,2,4,5,4,6,6,3,3,4,4,1,4,4,2,2,3,4,6,6,2,2,3,3,999999,999999,999999,999999,999999,999999,999999,999999,5,4,5,2,2,2,1,5,10,3,4,6,999999,999999,999999,2,1,1,0,0,0,0,988888,999999,0,999999,0,1,2,1,1,1101,1,2,999999,3,4,4,2,2,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,2,999999,1,2,999999,1,1,1,1,1,888888,888888,1,888888,1,3,3,3,3,1,3,888888,888888,988888,2,2,16,1,4,3,21,10,1982,1,2,1,3,2,4,8,4,1,1,1,1,0,0,1,999999,3,0,999999,2,1101,1,2,1,1,1,130,0,0,0,1,1,0,0,1,1,1,1,1,1,0,4,9,50,56,2,4,1,1,0,1
11,2012,693,1106,3,85,1106,1152,200,2,5,1,2601,1,44,693,601,56,2,2,16.3,2,2,2,2,2,2,2,2,1,2,888888,2,5,4,2,0,1,3,1,3,2,1,2,2,2,1,4,4,999999,3,2,4,1,5,2,999999,999999,1,1,2,2,1,2,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,0,1,2,3,2,2,3,2,2,2,1,2,2,3,2,3,6,1,3,2,2,3,3,2,3,3,2,2,4,1,1,1,3,1,3,3,7,5,5,4,1,2,1,1,1,1,1,2,2,2,2,3,5,4,2,3,3,2,1,3,2,3,6,2,2,2,5,6,6,5,3,6,5,3,1,3,2,8,9,6,1,1,1,1,4,5,4,3,5,1,5,6,2,1,2,1,0,0,0,0,0,0,999999,0,1,2,1,1,1104,1,2,999999,3,3,4,2,1,3,1,2,3,2,2,1,1,1,1,7,3,2,1,1,2,2,1,4,2,2,1,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,16,2,2,5,25,6,1967,1,3,2,2,1,1,13,10,2,2,1,2,999999,999999,2,3,5,2,2,2,1101,1,1,1,1,1,130,1,1,0,1,0,0,1,1,1,1,1,1,0,1,5,17.18,48,31,2,2,1,1,1,999999
11,2012,714,1106,3,87,1106,1154,204,2,5,1,2101,2,35,714,610,58,2,9,16.13,1,56,3,2,3,2,2,2,2,2,3,1,4,3,2,0,1,4,1,3,3,1,3,1,4,999999,2,4,2,4,2,3,1,10,2,999999,999999,1,1,2,2,2,2,2,2,2,999999,999999,999999,999999,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,4,1,2,3,3,4,3,1,3,3,1,2,6,3,2,3,3,2,3,3,7,5,4,5,3,3,3,4,3,2,1,3,3,2,2,2,4,4,3,2,2,2,1,7,3,2,6,1,3,7,6,7,7,999999,999999,999999,999999,999999,999999,999999,999999,10,10,10,1,1,1,1,5,7,3,3,5,999999,999999,999999,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1103,1,2,999999,3,4,2,2,2,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,1,1,4,3,4,6,10,1,4,3,1,1,1,1,3,3,3,3,2,1,888888,888888,888888,1,2,2,16,8,8,4,22,11,1976,1,3,2,3,1,1,12,8,2,2,1,1,0,0,2,3,4,2,2,2,1101,1,1,1,1,1,888888,1,1,0,1,1,0,1,0,1,1,1,1,0,1,4,17.04,51,34,1,6,1,1,0,1
11,2012,58,1101,3,34,1114,1106,94,2,5,1,2101,1,37,58,1403,5,2,2,11.04,1,4,5,2,3,2,2,2,1,2,4,2,3,5,2,0,0,4,2,3,2,1,4,999999,2,1,1,4,999999,1,3,4,1,2,1,3,2,2,1,2,1,1,1,2,1,1,4,3,4,1,2,1,1,0,0,0,0,1,3,3,3,2,3,2,1,3,2,2,4,4,2,2,888888,2,4,4,1,2,7,1,4,1,1,1,7,7,4,5,1,4,2,3,7,1,1,5,4,5,3,4,3,2,2,2,3,2,6,6,3,5,2,3,3,4,3,4,2,4,4,6,6,7,7,7,7,999999,999999,999999,999999,999999,999999,999999,999999,7,7,5,1,1,1,10,5,7,5,5,1,999999,999999,999999,3,1,2,1,0,1,999999,1,0,0,999999,0,1,1,1,1,1101,1,2,999999,2,888888,4,2,1,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1,1,1,4,2,2,4,4,2,2,2,888888,1,1,1,2,4,4,888888,1,1,888888,888888,888888,1,2,2,16,4,4,3,24,1,1974,1,3,2,3,1,1,16,11,2,1,2,1,0,0,1,999999,8,0,999999,2,1101,1,1,1,1,1,130,1,1,1,1,1,0,0,0,1,1,1,0,0,1,5,11.44,40,79,2,4,1,1,0,999999
11,2012,764,1106,2,91,1120,1158,212,2,5,1,2101,1,31,764,2003,62,2,2,10.28,2,10,2,2,3,1,2,2,2,2,2,2,4,4,2,0,0,4,1,3,4,999999,4,999999,4,999999,3,4,999999,4,2,5,1,5,2,999999,999999,2,2,2,2,1,2,2,2,2,999999,999999,999999,999999,2,2,0,0,0,0,0,2,3,4,2,1,3,3,3,3,2,1,2,4,3,2,6,1,3,4,4,5,7,3,5,1,4,4,3,5,4,5,4,4,4,5,7,6,6,7,5,5,4,5,6,5,2,4,4,5,7,7,2,3,3,3,3,3,1,4,3,4,5,1,1,2,6,3,6,999999,999999,999999,999999,999999,999999,999999,999999,7,3,4,1,1,1,1,5,8,6,4,8,999999,999999,999999,2,2,1,0,0,0,999999,0,999999,0,999999,0,2,1,1,1,1104,1,2,999999,3,1,3,2,2,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,1,1,1,2,999999,1,1,1,2,2,888888,888888,888888,1,2,3,4,2,2,2,2,888888,2,2,2,2,16,3,2,3,8,10,1980,1,4,3,3,1,2,15,12,2,2,2,1,0,0,1,999999,3,0,999999,2,1101,1,2,1,1,1,120,1,1,1,1,0,0,0,0,1,1,1,1,1,1,4,11.18,50,130,2,3,1,1,0,999999
11,2012,692,1106,3,85,1106,1152,200,2,5,1,2601,1,20,692,601,56,2,3,15.2,1,1,4,3,2,1,2,2,2,2,4,2,2,3,2,0,1,4,1,4,4,999999,4,999999,4,999999,4,4,999999,3,2,4,2,2,2,999999,999999,2,2,2,1,1,2,2,2,2,999999,999999,999999,999999,2,1,1,1,0,0,0,1,1,1,2,2,3,2,2,3,1,1,2,3,3,2,2,2,3,2,4,4,4,2,6,2,2,5,3,3,3,2,2,2,1,2,7,5,5,6,4,4,2,3,3,3,2,2,2,2,5,5,3,5,2,2,4,4,1,1,2,3,4,5,2,7,7,3,7,999999,999999,999999,999999,999999,999999,999999,999999,5,7,5,1,1,1,7,5,10,4,4,6,999999,999999,999999,2,2,2,1,0,0,999999,0,999999,999999,999999,988888,2,2,1,1,1103,1,1,77,4,3,4,2,2,4,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,2,999999,1,2,999999,4,4,2,2,2,1,2,2,2,2,2,888888,888888,1,1,3,888888,888888,2,2,2,11,3,4,3,25,10,1991,1,4,2,3,1,4,10,4,2,1,2,1,0,0,1,999999,11,0,999999,2,1101,1,4,2,1,1,127,1,1,1,1,0,0,0,1,1,1,1,1,1,1,6,16.1,50,31,2,2,1,1,0,999999
11,2012,751,1106,2,90,1106,1157,210,2,5,1,2201,1,51,751,607,61,2,14,9.55,1,5,3,2,3,2,2,2,2,2,4,1,4,4,2,0,0,4,1,4,4,999999,4,999999,4,999999,4,4,999999,1,2,3,3,7,1,1,2,2,2,2,1,1,1,2,2,2,999999,999999,999999,999999,2,1,1,0,0,0,0,2,2,2,2,1,3,3,3,3,1,2,3,4,3,2,8,1,2,4,3,4,4,2,4,4,3,5,5,2,2,3,3,2,3,3,6,3,4,3,3,3,3,4,4,2,2,4,3,3,2,2,3,3,3,3,3,4,3,2,3,3,3,2,2,3,5,6,6,4,2,7,1,5,2,2,2,10,10,10,3,1,1,6,3,3,3,3,10,1,10,5,2,2,2,0,0,0,0,0,999999,0,999999,0,3,2,1,1,1105,2,1,1105,3,3,4,2,2,3,1,2,3,2,2,1,3,1,1,7,3,3,1,4,2,3,1,1,2,3,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,16,2,2,4,8,8,1960,1,3,2,1,1,1,12,11,2,2,3,2,999999,999999,3,999999,3,4,0,1,1101,1,2,1,1,1,130,1,1,0,1,0,1,0,1,1,1,1,1,0,1,4,10.45,50,33,2,6,1,1,1,0
11,2012,909,1107,3,103,1121,1170,236,2,5,1,2301,1,35,909,2102,74,2,2,10.35,988888,6,4,3,3,2,2,2,1,2,2,1,3,3,2,0,1,3,1,4,3,1,4,999999,3,1,3,3,999999,2,2,3,5,8,2,999999,999999,988888,1,1,1,2,1,2,2,2,999999,999999,999999,999999,2,1,0,0,0,0,0,1,3,4,3,1,1,1,2,1,888888,2,3,3,2,888888,3,2,5,5,6,5,4,4,4,4,4,1,1,1,2,4,5,3,3,3,5,1,1,1,1,2,1,5,2,5,2,4,4,5,3,5,3,3,3,2,2,5,5,6,4,3,6,5,6,6,6,7,7,3,3,1,1,1,1,3,2,5,4,5,3,3,2,2,2,3,3,4,1,1,3,1,2,2,1,0,0,0,0,0,0,0,999999,0,1,3,1,2,999999,1,2,999999,3,4,4,888888,888888,1,3,3,988888,888888,2,1,1,1,988888,988888,3,888888,2,888888,888888,888888,888888,888888,2,1,2,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,2,2,17,6,4,5,4,9,1976,988888,988888,988888,988888,1,3,13,12,2,2,1,3,999999,999999,2,5,6,0,999999,2,1102,2,4,2,1,1,888888,1,1,1,1,1,0,0,1,1,1,1,0,1,1,3,11.4,65,140,2,4,1,1,1,1
11,2012,878,1107,3,101,1109,1168,232,2,5,1,2501,2,28,878,906,72,2,14,12.3,1,13,3,2,1,1,2,2,2,2,3,2,888888,888888,2,0,1,4,1,4,3,1,3,1,2,1,2,4,4,2,3,3,1,5,2,999999,999999,2,1,2,1,1,1,2,2,2,999999,999999,999999,999999,888888,1,0,888888,0,0,999999,2,1,2,1,1,2,1,1,1,1,3,3,4,3,1,1,1,3,4,3,3,3,6,7,4,4,4,2,2,2,4,1,1,4,7,6,5,4,3,5,5,5,1,4,4,1,6,6,5,2,3,3,3,888888,3,3,2,4,4,2,1,7,7,3,6,6,6,4,999999,999999,999999,999999,999999,999999,999999,999999,9,9,9,8,8,8,9,6,5,4,4,6,999999,999999,999999,1,2,888888,0,0,888888,999999,999999,999999,999999,888888,888888,3,888888,1,1,888888,1,2,999999,4,888888,1,2,888888,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,1,1,1,3,999999,4,13,2,2,2,1,1,1,1,2,2,2,3,4,988888,888888,888888,888888,2,2,2,16,4,4,3,5,6,1983,1,4,3,3,5,999999,12,999999,2,1,1,1,0,0,3,999999,4,1,1,2,1107,2,2,1,1,1,120,1,0,0,1,3,0,0,1,1,1,1,0,1,1,6,13.19,49,51,1,5,1,1,0,999999
